Name,State_Born,Batting_Avg,Innings_Pitched,Games,Starts,Strikeouts,Earned_Runs,Walks_Allowed,Hit_Batters,Int_Walks,Hits,Homeruns_Allowed
Shawn Camp,VA,0.296,238,243,0,145,104,70,10,20,263,25
Shawn Kelley,KY,0.223,415,452,0,480,173,132,6,27,367,67
Shawn Tolleson,TX,0.253,216,214,0,213,95,75,4,13,205,31
Shelby Miller,TX,0.262,757,150,132,622,346,298,19,17,733,83
Sonny Gray,TN,0.233,1075,186,177,994,422,377,29,4,936,104
Spencer Patton,IL,0.225,54,52,0,58,38,28,5,0,50,8
Spencer Turnbull,AL,0.265,164,34,33,161,87,63,16,1,171,15
Stefan Crichton,TX,0.33,42,36,0,41,23,12,2,1,49,5
Stephen Fife,ID,0.28,90,18,16,70,37,33,8,2,101,12
Stephen Gonsalves,CA,0.283,24,7,4,16,18,22,1,0,28,2
Stephen Nogosek,CA,0.387,6,7,0,6,8,2,0,0,12,2
Stephen Pryor,TN,0.187,30,33,0,34,10,14,0,2,25,5
Stephen Strasburg,CA,0.219,1437,239,239,1695,506,377,51,18,1185,143
Stephen Tarpley,CA,0.253,33,31,1,47,22,21,2,1,40,6
Steve Cishek,MA,0.211,548,569,0,581,166,210,36,32,428,37
Steve Delabar,KY,0.21,192,190,0,242,88,102,13,8,153,26
Steve Edlefsen,MN,0.332,26,27,0,15,20,16,1,0,37,3
Steve Geltz,NY,0.209,101,108,2,98,48,40,5,3,75,22
Steve Hathaway,MA,0.305,14,24,0,15,8,6,0,0,18,1
Steve Johnson,MD,0.237,74,43,5,86,36,47,0,2,58,11
Steven Brault,CA,0.277,271,89,35,234,148,141,19,8,287,33
Steven Jackson,SC,0.362,11,11,0,7,11,6,0,0,17,4
Steven Matz,NY,0.261,547,103,101,516,247,170,26,13,543,82
Steven Okert,CA,0.216,48,70,0,44,23,15,3,3,42,6
Steven Wright,CA,0.281,345,81,44,271,149,132,15,3,330,43
Stevie Wilkerson,GA,0.273,5,4,0,1,4,0,0,0,6,2
Stu Pomeranz,TX,0.28,6,3,0,3,2,1,0,0,7,1
T. J. House,LA,0.323,115,23,22,87,57,34,9,2,134,11
T. J. McFarland,IL,0.297,378,262,3,231,172,128,9,28,438,30
T. J. Zeuch,OH,0.25,22,5,3,20,12,11,0,0,22,2
Taijuan Walker,LA,0.245,526,96,93,477,232,165,29,11,497,72
Tanner Anderson,FL,0.321,33,11,5,24,23,15,1,3,45,5
Tanner Rainey,LA,0.297,55,60,0,81,40,50,4,3,45,10
Tanner Roark,IL,0.252,1098,213,172,890,453,314,53,17,1047,126
Tanner Scheppers,CA,0.263,177,175,4,143,83,69,14,11,179,24
Tanner Scott,OH,0.27,79,81,0,113,46,47,3,3,83,10
Taylor Buchholz,PA,0.256,36,30,0,35,14,13,1,0,32,7
Taylor Clarke,VA,0.263,84,23,15,68,50,30,6,0,86,23
Taylor Cole,CA,0.228,87,56,8,89,45,36,5,4,78,5
Taylor Guerrieri,GA,0.253,35,29,0,35,22,26,5,0,35,4
Taylor Guilbeau,LA,0.213,12,17,0,7,5,3,1,1,10,2
Taylor Hill,TN,0.357,21,9,1,14,14,7,3,1,30,2
Taylor Jordan,FL,0.297,93,18,15,57,47,25,5,1,113,6
Taylor Jungmann,TX,0.266,145,29,27,125,73,64,11,2,136,15
Taylor Rogers,CO,0.234,253,258,0,278,86,64,16,13,222,24
Taylor Tankersley,MT,0.25,12,27,0,7,10,7,1,1,12,4
Taylor Thompson,AL,0.391,5,5,0,4,6,4,1,0,9,1
Taylor Williams,WA,0.302,67,66,0,72,41,32,3,6,75,7
Ted Lilly,CA,0.234,456,76,76,373,193,124,17,13,400,67
Thad Weber,NE,0.245,15,8,0,10,4,8,0,0,12,2
Thomas Diamond,LA,0.295,29,16,3,36,22,18,2,2,33,5
Thomas Pannone,RI,0.243,116,49,13,98,70,46,8,1,110,20
Tim Adleman,NY,0.258,191,43,33,155,106,71,11,2,188,42
Tim Byrdak,IL,0.23,105,192,0,110,46,57,2,9,92,9
Tim Collins,MA,0.242,240,275,0,245,97,136,6,11,206,24
Tim Cooney,PA,0.241,31,6,6,29,11,10,1,2,28,3
Tim Dillard,FL,0.272,65,58,0,56,31,18,3,2,71,6
Tim Hill,CA,0.237,84,116,0,81,39,27,6,2,77,8
Tim Hudson,GA,0.252,1065,171,169,678,415,285,49,23,999,84
Tim Lincecum,WA,0.269,1081,188,181,1060,506,452,30,25,1034,114
Tim Mayza,PA,0.265,103,124,0,122,54,45,3,6,102,14
Tim Melville,VA,0.328,42,10,9,32,29,23,2,0,50,14
Tim Peterson,WA,0.26,34,28,0,28,23,12,2,3,36,9
Tim Stauffer,ME,0.288,425,169,42,339,167,132,17,17,410,41
Tim Wakefield,FL,0.27,294,65,42,177,171,83,13,4,316,44
Tim Wood,AZ,0.296,35,39,0,12,22,23,0,4,41,3
Todd Coffey,NC,0.251,140,161,0,120,67,52,6,9,137,13
Todd Redmond,FL,0.256,168,66,15,149,77,57,9,8,160,21
Todd Wellemeyer,KY,0.259,58,13,11,41,37,35,3,1,57,12
Tom Eshelman,CA,0.313,36,10,4,22,26,11,1,1,47,12
Tom Gorzelanny,IL,0.259,458,218,49,418,197,193,16,13,447,49
Tom Koehler,NY,0.264,782,161,133,604,383,322,30,16,771,94
Tom Wilhelmsen,AZ,0.241,383,344,2,339,151,171,12,17,317,33
Tommy Hanson,OK,0.254,579,102,100,532,258,203,25,14,554,68
Tommy Hottovy,MO,0.306,9,9,0,6,3,5,1,0,11,2
Tommy Hunter,IN,0.249,710,426,53,493,309,152,21,11,719,100
Tommy Kahnle,NY,0.227,274,284,0,341,118,131,5,7,224,28
Tommy Layne,MO,0.235,147,216,0,137,60,72,12,6,127,8
Tommy Milone,CA,0.29,871,174,136,648,434,212,18,17,939,145
Tony Barnette,AK,0.242,143,125,0,132,56,43,8,5,137,13
Tony Cingrani,IL,0.231,332,216,30,366,149,160,13,8,282,47
Tony Gonsolin,CA,0.178,40,11,6,37,13,15,1,0,26,4
Tony Sipp,MS,0.224,460,570,0,483,195,196,11,14,378,69
Tony Watson,IA,0.228,570,606,0,511,179,153,32,19,475,56
Tony Zych,IL,0.218,71,70,1,80,22,34,8,5,57,3
Touki Toussaint,FL,0.226,70,31,6,77,39,47,9,3,62,6
Travis Bergen,GA,0.24,19,21,0,18,12,9,1,2,18,4
Travis Lakins,OH,0.258,23,16,3,18,10,10,1,1,23,1
Travis Schlichting,CO,0.233,22,14,0,14,9,10,0,2,20,0
Travis Wood,AR,0.255,991,298,147,801,471,370,35,19,938,120
Trent Thornton,PA,0.259,154,32,29,149,83,61,5,0,156,24
Trever Miller,KY,0.27,51,96,0,31,23,26,4,2,49,3
Trevor Bauer,CA,0.24,1115,194,184,1179,502,437,60,8,1010,132
Trevor Bell,CA,0.302,95,44,7,62,45,31,2,3,116,4
Trevor Cahill,CA,0.254,1263,309,187,998,585,515,56,11,1204,136
Trevor Gott,KY,0.245,124,127,0,105,55,46,8,5,109,10
Trevor Hildenberger,CA,0.3,131,132,0,129,78,39,9,11,143,18
Trevor Hoffman,CA,0.268,47,50,0,30,31,19,0,3,49,8
Trevor Kelley,RI,0.29,8,10,0,6,8,5,0,0,9,2
Trevor May,WA,0.246,290,191,26,329,146,96,12,5,289,37
Trevor Oaks,CA,0.375,13,4,2,10,11,6,0,0,21,1
Trevor Richards,IL,0.251,261,55,48,257,123,110,10,11,248,34
Trevor Rosenthal,MO,0.225,337,350,0,452,131,169,21,8,292,17
Trevor Williams,CA,0.277,477,95,83,367,225,156,20,10,472,60
Trey Wingenter,AL,0.189,70,73,1,99,40,39,6,0,47,8
Troy Patton,TX,0.253,154,147,0,126,56,38,5,5,143,17
Troy Scribner,CT,0.195,23,10,4,18,11,10,2,0,17,7
Ty Blach,CO,0.302,324,92,44,178,181,106,2,6,366,34
Ty Buttrey,NC,0.243,88,88,0,104,38,28,5,0,84,8
Tyler Alexander,IL,0.302,53,13,8,47,29,7,2,0,68,9
Tyler Anderson,NV,0.288,396,73,71,367,207,124,8,3,405,66
Tyler Bashlor,GA,0.234,54,48,0,45,32,29,3,2,47,12
Tyler Beede,MA,0.281,124,26,24,122,73,54,6,1,136,22
Tyler Chatwood,CA,0.261,825,192,138,597,403,432,33,16,819,84
Tyler Clippard,KY,0.198,714,702,4,812,243,269,25,15,501,89
Tyler Cloyd,NE,0.306,110,26,17,84,79,42,4,4,141,18
Tyler Cravy,CA,0.245,70,34,9,57,36,34,3,2,68,8
Tyler Danish,FL,0.248,11,8,1,11,5,10,1,0,11,2
Tyler Duffey,TX,0.259,344,169,37,335,190,88,11,9,372,52
Tyler Glasnow,CA,0.238,256,79,40,292,129,124,9,5,232,34
Tyler Kinley,FL,0.223,56,61,0,55,26,40,2,4,49,5
Tyler Lyons,TX,0.244,275,158,20,284,126,86,16,7,246,39
Tyler Mahle,CA,0.267,261,52,52,253,142,98,13,8,280,47
Tyler Matzek,CA,0.268,139,25,24,106,63,63,6,1,141,11
Tyler Olson,WA,0.265,90,123,0,94,38,44,4,11,91,9
Tyler Pill,CA,0.268,22,7,3,16,13,10,2,2,22,3
Tyler Robertson,CA,0.223,25,40,0,26,15,14,1,3,21,4
Tyler Rogers,CO,0.185,17,17,0,16,2,3,1,0,12,0
Tyler Skaggs,CA,0.258,518,96,96,476,255,177,23,3,516,63
Tyler Sturdevant,CO,0.273,18,16,0,14,8,6,1,1,18,1
Tyler Thornburg,TX,0.242,260,185,10,263,101,111,11,4,219,33
Tyler Wagner,NV,0.312,23,6,3,12,13,9,0,0,31,1
Tyler Walker,CA,0.265,35,24,0,30,14,8,0,2,35,5
Tyler Webb,VA,0.223,81,94,0,68,36,36,3,5,58,11
Tyler Wilson,VA,0.307,145,42,19,77,81,39,6,3,171,19
Tyrell Jenkins,TX,0.279,52,14,8,26,34,33,1,1,55,11
Tyson Ross,CA,0.268,902,203,142,816,406,388,45,17,840,73
Vance Worley,CA,0.281,663,163,97,497,303,220,26,16,736,67
Vic Black,TX,0.215,47,56,0,44,15,23,2,0,37,3
Vidal Nuno,CA,0.253,374,155,42,312,170,105,16,10,377,65
Vin Mazzaro,NJ,0.286,289,121,28,174,144,116,12,7,312,31
Vince Velasquez,CA,0.257,521,122,99,569,271,202,23,5,511,83
Vinnie Chulk,FL,0.386,9,7,0,10,10,4,0,1,17,0
Vinnie Pestano,CA,0.24,201,223,0,244,67,87,9,7,168,24
Wade Davis,FL,0.219,904,506,82,852,376,354,30,9,809,91
Wade LeBlanc,LA,0.26,788,219,101,585,386,223,13,14,828,123
Wade Miley,LA,0.272,1400,249,245,1115,659,490,34,10,1451,157
Walker Buehler,KY,0.241,328,62,53,378,114,82,13,2,259,34
Walker Lockett,FL,0.34,37,13,7,28,37,16,1,1,55,10
Wes Parsons,TN,0.278,39,33,0,29,25,32,2,3,38,7
Wesley Wright,AL,0.23,203,249,4,191,83,76,14,5,194,21
Will Harris,TX,0.235,394,419,0,422,125,102,9,7,325,36
Will Smith,GA,0.224,408,359,17,494,161,149,7,15,363,45
Willie Eyre,CA,0.188,18,19,0,10,7,5,0,0,12,2
Yency Almonte,FL,0.276,48,42,0,43,24,18,1,0,54,8
Zac Curtis,FL,0.231,28,36,0,28,19,32,4,3,25,3
Zac Gallen,NJ,0.21,79,15,15,96,25,36,4,1,62,8
Zac Grotz,CA,0.222,17,14,0,18,8,8,1,1,14,0
Zac Reininger,TX,0.348,58,53,1,40,53,28,0,3,88,19
Zac Rosscup,OR,0.233,77,106,0,107,43,50,0,3,74,14
Zach Braddock,NJ,0.234,50,71,0,59,25,30,4,1,45,3
Zach Davies,WA,0.255,613,111,111,434,267,180,21,6,618,70
Zach Duke,TX,0.25,548,439,39,445,266,207,23,20,598,56
Zach Eflin,FL,0.277,418,78,74,318,220,114,15,10,448,72
Zach Kroenke,NE,0.333,6,3,1,2,5,4,0,0,9,2
Zach Lee,TX,0.25,8,3,1,6,5,8,0,0,8,1
Zach McAllister,IL,0.272,586,277,68,537,261,199,14,11,612,68
Zach Miner,MO,0.297,28,16,3,20,14,17,2,1,33,4
Zach Neal,SC,0.284,84,30,6,37,46,7,1,0,91,14
Zach Phillips,CA,0.257,20,24,0,19,7,6,0,1,21,4
Zach Plesac,IN,0.237,115,21,21,88,49,40,3,0,102,19
Zach Putnam,MI,0.216,144,138,0,158,47,56,7,7,118,12
Zach Stewart,TX,0.383,101,33,14,64,78,22,3,2,148,25
Zach Wheeler,GA,0.25,748,126,126,726,314,270,29,10,700,75
Zack Britton,CA,0.228,600,397,46,499,206,237,10,13,516,37
Zack Godley,SC,0.253,535,128,81,514,279,218,29,11,512,62
Zack Greinke,FL,0.238,1979,311,311,1872,702,442,37,14,1759,198
Zack Littell,NC,0.274,57,37,2,46,25,20,4,1,59,7
Zeke Spruill,VA,0.327,33,12,3,23,16,9,2,0,44,3
